reviewer_id,review_uid,case_uid,method,source_sha256,candidate_sha256,display_verified
reviewer_1,item_5470afa47dcf,synth_0053,residual_rk2,fba9a260ae813330458d8050b151a7279737429af2dc75c6814fee27e7d11576,dacaeec996fa60841e214ed6920248f848540c8ab5e6b81cbd4faad0692c654b,True
reviewer_1,item_dcec351f3dfa,synth_0057,original_fys_tdm,0e379172a6f60bdc06a88b58028a323f4eb06d3c81d4be24783bed699ce50f5b,c5952e75b55735d347fd404ae728c15fb8ac7cc3f2153788afc91a3d7a327f04,True
reviewer_1,item_e53263b171e7,synth_0053,original_fys_tdm,fba9a260ae813330458d8050b151a7279737429af2dc75c6814fee27e7d11576,5ab8f3a8a478a8d2712925cc73cb53d367728b79da86419173856c6a198f2c88,True
reviewer_1,item_2aaec9403c2c,synth_0021,original_fys_tdm,b536d178f0c163600f772adf122d1812fcac6389cdb8c9ac0206bc0537ec0ef1,788b02926a4e11ed05e9c98b32e93d901bef6b00a6f7abcd7cb56a652f2f6d6a,True
reviewer_1,item_1b9b6f5a747f,synth_0007,residual_rk2,e68c9359b05c1bb262f9005b957953ed8c42d3c4a3f3320ac32d46b70bec9ac8,8b193a11c8ada8bbb9b2e3a690277e48a278b3287bd53c2beadd31b41ee0da6c,True
reviewer_1,item_5774a2a8654a,synth_0050,residual_rk2,dbab9da94e3457531e2f70df8abf0b95c2970c749ac4552b6edca160a903bbf5,a9aa878ada5dfefb79bfdc49f511abda4c1119980fbbdcfa9768b67307d494d9,True
reviewer_1,item_b0dc0840b55a,synth_0003,original_fys_tdm,5a822543d05f3072ff24abb028b84d4576ededde1313086db5f4b880e1c02911,0ac3717e3b8b8d174652d0492669fc698fdc5c4b58eebc50a3a2b9d6049a871e,True
reviewer_1,item_fac843740217,synth_0032,residual_rk2,5e879b4944443b6f90e261c438d2d6c7a270b5757f294954a55a0d06789ed344,d1ad2aa96989835982a40fc7ec178d439f030d7d515a13f180635532f4496437,True
reviewer_1,item_efd85cf7838b,synth_0056,residual_rk2,0255afe3f1b539a20b7f06de88cf9bb463636792e47f52bd6e14887649294a66,53c8bcc6be46a3c3ff6baba9755681c7ce74e03061c2700221e37d4a0707de76,True
reviewer_1,item_39e8c93f6331,synth_0000,endpoint_projection,cc5f01ed208f72709680a9e413162afcad18157a7cab12e65c892eca53a6a80a,f75ab332592a27e58409887810e69be6dd1925e80e095f0d4fb42db425adc6f9,True
reviewer_1,item_ef737dfed4f3,synth_0058,original_fys_tdm,322e7164f614f82a5ff4e784cb499475c8d27211c4dc3b057a8946e8c169e9ef,82e3f9325c681fa46139d25a1352a5cbf5a761e533e48cb451886a0c961feb3e,True
reviewer_1,item_4ae74c49d573,synth_0001,original_fys_tdm,b618aa27f8557521bf28910d8dad68891096c50546696f9b5078e44ed8019c92,37d57111ca265f3bd623599bfd48937cfb5c4c25faf6dc32ee992c47ce9fb0df,True
reviewer_1,item_fa4daf3055ce,synth_0006,original_fys_tdm,625cb403a9a4bd5a187df4ab61cb81aa1a7d801eab4b79640c5539694c46f186,8409f3b561044b61594cba056578cc944a1a2dcf47ec706030513fd3562140b7,True
reviewer_1,item_4743b55ad49f,synth_0009,residual_rk2,c7098c982dbc8f357439bf5c2e2c46636e5ff692a3196ef5ecc216982ca923fb,c0124be4f5c8ec1eee1e3a36d559bccaf7d8f1ee2788218ed90c47607a2a3b8b,True
reviewer_1,item_790a1acb9ea8,synth_0001,endpoint_projection,b618aa27f8557521bf28910d8dad68891096c50546696f9b5078e44ed8019c92,7a28b54fc621200e336b68d84c635416a5d73520cda42e6988576a62a64851d9,True
reviewer_1,item_81b2369ba9bf,synth_0043,endpoint_projection,8d5c80c059b7d1323f902c1080f3ade0de917f5808de6734fde5814ee8a1f476,ed6316e1238dd999b20d653a6b6a40fbfbcdd8b8c683d161ee4d83317b395d68,True
reviewer_1,item_f174a4e57ab4,synth_0047,endpoint_projection,d124ca8bebee817fcf004bf61d3defd442612ed51d1d19b2c98289c2a32df98b,9b0842bea0b2dad6b4f0d15d41967c7ff160d891c648b2bee7337f99d12db321,True
reviewer_1,item_76bc91d76544,synth_0051,original_fys_tdm,9dd9e40c5761d69234cc3379f9403540e3f04b371987a24755ab61c1a85ed895,24b9e3d445fd202353568355a05ab7fea28cf261b66dbdb8da2466e3bb64a1e9,True
reviewer_1,item_845e60e3c29f,synth_0011,residual_rk2,d10334437e175ada776b22a86905f9cfec0749fb55d8ab451720358569be886a,b972e6fe3cb48126b061a60110af600dd046a8f230ff581ffb5205160f21c86b,True
reviewer_1,item_07e8b1149447,synth_0026,residual_rk2,a418e14d71a17e9c5fd97456c4d53e49b8ba890d054a341ca0b03776d2c520e1,f1af3de5c19cd949d715f7657f725f769219833b9abc39a698a808435d79a515,True
reviewer_1,item_eab60aa24c24,synth_0055,original_fys_tdm,0bcae518d5ba9c717ade8bb88b6f59ed913068b3c2e6123739afce517dbb6567,38d487579ea99190b7389a0f0bfe592955b071192d7ce807f18d99eaa6d8f950,True
reviewer_1,item_af10c2d3bda4,synth_0050,endpoint_projection,dbab9da94e3457531e2f70df8abf0b95c2970c749ac4552b6edca160a903bbf5,e878bc4e07a8759d64a78101783aa59fb25f51d5737f3c9c9a39b03f3b0348ec,True
reviewer_1,item_ae9ee94e4074,synth_0003,residual_rk2,5a822543d05f3072ff24abb028b84d4576ededde1313086db5f4b880e1c02911,999d0421ce344ff80c51d126890d3fb0173bfaeaf9cbe50898101f6b53c246af,True
reviewer_1,item_652b592971e8,synth_0006,residual_rk2,625cb403a9a4bd5a187df4ab61cb81aa1a7d801eab4b79640c5539694c46f186,3b5583243790aea9672d31176502dd4618c30f9d5042e4d91ee8c9e2f8f02128,True
reviewer_1,item_f38d84712d07,synth_0011,original_fys_tdm,d10334437e175ada776b22a86905f9cfec0749fb55d8ab451720358569be886a,4581e32a49f9da2ec945b0a915d9807c87fb6cf862bd9dfdb5d61244ac8d180b,True
reviewer_1,item_00338c58d237,synth_0042,residual_rk2,c7e3adc078073f20907a2467f7071639a9a349c279c54ad338bfff64db429099,d71de821f607ec6ad210a07a63f0ac2b6dd62e0184907054af4bcb92d7a1b64c,True
reviewer_1,item_b744458df96f,synth_0007,original_fys_tdm,e68c9359b05c1bb262f9005b957953ed8c42d3c4a3f3320ac32d46b70bec9ac8,34674275a01ea8fc656f84c5e8f8c59a77d82e19d206777d017fba979a54a214,True
reviewer_1,item_ce70d355580b,synth_0041,original_fys_tdm,90b04250be827c4146cc5e99ed8c7b67305e97a5b4649bedcf81511b71d40fcc,828925398f2ad299d9907318cf68f4fe0219e0f8c5dd267a591c271a1d02efcb,True
reviewer_1,item_4143fe5d9b03,synth_0029,endpoint_projection,2afbd90e6bc55f79c1d6c728ab851749bb2eea1648090dac31a33bb54408673d,9888ab9ccab6ffd741716f999665e9ecc45f4a9607337999173ec083c2bd063c,True
reviewer_1,item_e2c281af50c0,synth_0017,residual_rk2,245f1623447aded5cf7584ff4d95c7e4e958fea968487a33c768dd23c4275c0a,6298840dacbabc5c0f1bf6ee45dc9ac57404e8bd2f32557d364c82558d6c3146,True
reviewer_1,item_b3f8488a7566,synth_0002,residual_rk2,06153f9c16dffc17bfd721f7e09257583ef7d6678cda9b4f65bee40e15276642,0a5914f11a58221f18976d4aef1f08ff4439853f898665fe223b29e56d8611aa,True
reviewer_1,item_c6865c984d9c,synth_0057,endpoint_projection,0e379172a6f60bdc06a88b58028a323f4eb06d3c81d4be24783bed699ce50f5b,1193af4aaaf9842b0a5e1fd65ab3121ede954c25d8dedab322171b1ee09c886a,True
reviewer_1,item_f2c578301c65,synth_0054,original_fys_tdm,46405f16a651cd3e6a71dd22c8eba36794dd81b8b97304ef8670d2027ee48b9a,eb8549f3daf94427489e4f229b33a9a353fe6606718174a63eba531483962bab,True
reviewer_1,item_5092e5d222b3,synth_0032,original_fys_tdm,5e879b4944443b6f90e261c438d2d6c7a270b5757f294954a55a0d06789ed344,7495db7a95f68fe8768e97be5375e40327f4d470b8a2184d926a1069e2ce79fd,True
reviewer_1,item_67914ff473b9,synth_0044,endpoint_projection,8d09eb3014b83901a88f88ef2ad23ad5137a793745bdb2c67588c6d8212c918a,1922087ddd1147b68583faef697046dd5f2ae1e05fbd7862092c89d7010788f4,True
reviewer_1,item_a66c6544540f,synth_0020,residual_rk2,c74e49963c073745b1e2a8d821fee5379c66bb5acd2acebf62fbf697a7230478,d766b88a1726578336f870b414e98f32c8022e0b0b8631e3d95ef1bc5d696cc7,True
reviewer_1,item_19a682c6f853,synth_0019,residual_rk2,a885da67a93ec72e2926e59398f72faa3915f0412792b99b879f9a3e2fbe07fb,044b1dc9a1ced3806be08f736ca401c6b45d8bca0990d483323fce699287e240,True
reviewer_1,item_3726ac4ce45c,synth_0044,original_fys_tdm,8d09eb3014b83901a88f88ef2ad23ad5137a793745bdb2c67588c6d8212c918a,398d23b3114862f8418a7653ff0673fddc1a75270fd14e3906d1b654b2a09537,True
reviewer_1,item_09ded2ca216b,synth_0054,endpoint_projection,46405f16a651cd3e6a71dd22c8eba36794dd81b8b97304ef8670d2027ee48b9a,e3ff3af5989f539a509e3f2faf050a35676ff15673c771d8f65196294e2fb02e,True
reviewer_1,item_4121d8cda5e7,synth_0036,residual_rk2,84cfd41d06ab1f79d1f784df42d6f7d58793478da3c82597585e006a82dc926c,c042230afcff880568675f8b5eb9a72b63a8e46d53abbc3f5d01ff99a7fbbc70,True
reviewer_1,item_fad93a67e0a9,synth_0046,endpoint_projection,cce9d8228a58e18fd8d8cec31ff5f0e991635f823da6b2bb61afe44c151d9b5d,c8515ffdb63f025a050bc005dada19294a9aa938062f7ae6fd27bd4e046e905c,True
reviewer_1,item_75a9bf6d44a4,synth_0025,original_fys_tdm,6be19916a6dc9c8d0526081d632e835d8312978956008c717137323a4cb1f81e,3c1eeaf6edd753581d5f7b4658ddd2dd9d6311cff77cc4102e10d6ac409c3629,True
reviewer_1,item_ff698f5e3aed,synth_0053,endpoint_projection,fba9a260ae813330458d8050b151a7279737429af2dc75c6814fee27e7d11576,ad1d51e8210427a4351f105af327346b39f2bcbaa83c5717de4356afa8b8dc41,True
reviewer_1,item_e5fefe1214aa,synth_0035,original_fys_tdm,1e81c9d2670376c801ef414d1a0a9b0c1a353ad4fdc76664dcf0812fedb0ccee,bb5dcad8bd0c2ebc19176a236f69985c4003cb30e05d8a021dc223d9ffbc18ad,True
reviewer_1,item_c8becb925d0a,synth_0001,residual_rk2,b618aa27f8557521bf28910d8dad68891096c50546696f9b5078e44ed8019c92,9b4e03dd61ad35904ef3cd0fb056ef06fb785a4a21b3162c1c84da52d0ca6be2,True
reviewer_1,item_50116d0f2e25,synth_0023,residual_rk2,2eefa229af3c0f553c7211f1d8e9ef2376cc4f18d5e67662ff9e48f2aa102a7b,369ad27a02a7a637f97347d375a49a2d20de98a79d71424c53b1f327d66b4803,True
reviewer_1,item_9b5708e034b1,synth_0042,endpoint_projection,c7e3adc078073f20907a2467f7071639a9a349c279c54ad338bfff64db429099,415ceff2b7921278df373512f824e55abe216ac3dbd7ad2077adfa9b53ed3b1b,True
reviewer_1,item_4dd9b1f931cb,synth_0045,original_fys_tdm,f7b6833a7d2672aea5deab3d6e569026cd84d72fe87fd730c1a34b578d555223,eebfe45078d75a849dfc1560f92c0d9555c1ec9626e776bb6567d15d9b91c0e5,True
reviewer_1,item_133f63723af7,synth_0015,endpoint_projection,d9b261fd0c97b210553cb5951d9dcadeffb18b5f37e3d3a157b0f3f200de7743,f477f0d6039e59ea6b5470ba9749e19a1d939d6c6d7746370c6c9576dd1bece4,True
reviewer_1,item_c8a03916fe7e,synth_0045,endpoint_projection,f7b6833a7d2672aea5deab3d6e569026cd84d72fe87fd730c1a34b578d555223,471dfaece9998fa700d1d113e3bf18c56638a55638dd1cafb18f0fac5356da38,True
reviewer_1,item_a364bbdca0e5,synth_0047,residual_rk2,d124ca8bebee817fcf004bf61d3defd442612ed51d1d19b2c98289c2a32df98b,80859beadd8d1469ac7700f135af00715bde565e44a8c75e1b754e8d2ef6be70,True
reviewer_1,item_718704927175,synth_0034,original_fys_tdm,38588b85486a01cd4341f15213ee3861da3f7304b91fdb8bbbbd87bfb0966bb7,efc0f1381d283bf7f38b30b7ebcf22ca3113b6818d727b3ab80f7a4728563331,True
reviewer_1,item_3bf3d4e95070,synth_0039,residual_rk2,c7ba2274dc2cdc72072bead5a71aab76af5067bd54f0ab3041eea9a9af360921,50e768d2d5d59408b05276bf304fb157516a0880c50accd4a7cec2f63f62d06f,True
reviewer_1,item_b4d169087ea9,synth_0052,residual_rk2,0a550d7200e6d59265816f917ceaea4f01f292db764bf7228cda6fd922c2ac74,3c61590f881cbdec517a58b4eccb8f9af6b32d4c617e55b4a2625721e5adc945,True
reviewer_1,item_3bf671d4fa3d,synth_0010,original_fys_tdm,0f3cd46376625b70fd812c07c8ccca926169d889ca55b71a21b54aa74517cf9b,4478e99da81292032ac787751c1407bfdfc9cc14bc905e594af184a6375f384a,True
reviewer_1,item_106553c8e919,synth_0041,endpoint_projection,90b04250be827c4146cc5e99ed8c7b67305e97a5b4649bedcf81511b71d40fcc,d461c6dac760eb91d000d787ff79e7c33aa22ace030b30369120a01c48c56e5b,True
reviewer_1,item_490561816d2b,synth_0027,endpoint_projection,d42f9f48f9669efe03040082655a988078eec3796d2b5af393df23a187b3127a,fbef9afbcab16a31ea7db07ec86ff72167057156678932b1c3928b2d69b0e1fd,True
reviewer_1,item_334893b74792,synth_0031,original_fys_tdm,79bb0a97fc8b87de1aa98b5c89c659d2c54620aa87a6334c4cbdc90dd740688c,e81593dedbd51d6f3ed2bbf488f83a4cff61e0eae8a5118a7546323414b7a0e7,True
reviewer_1,item_848052cfd7d9,synth_0002,original_fys_tdm,06153f9c16dffc17bfd721f7e09257583ef7d6678cda9b4f65bee40e15276642,b4a8e73b09a7225d3dc4427470228ebb2da859508f6ef4bfb1ead4a46300543f,True
reviewer_1,item_7a6ebb93a35f,synth_0005,original_fys_tdm,a0e6abb84c900968be160841135aca42607d6917c33f20e69aa1fa4c25ca8a2d,a0e299a4722a659a998dc5e685f1199754c263688210c2a1d232d64d947e082f,True
reviewer_2,item_dd809b973268,synth_0022,endpoint_projection,532bf193aee67e561844331495a98645bdf113475d004dc59b46b6e6dfb19173,3f975d89c6476c1914435f22d285b7c6cf639efbe58e66ad3195ddedd22ff62c,True
reviewer_2,item_c2747a0a82d5,synth_0042,endpoint_projection,c7e3adc078073f20907a2467f7071639a9a349c279c54ad338bfff64db429099,415ceff2b7921278df373512f824e55abe216ac3dbd7ad2077adfa9b53ed3b1b,True
reviewer_2,item_ecf2830d0669,synth_0020,original_fys_tdm,c74e49963c073745b1e2a8d821fee5379c66bb5acd2acebf62fbf697a7230478,fd2713045320a44da7084eba15df8e39202d047846d7b8a655414480dc28fb83,True
reviewer_2,item_af510bfe1cb3,synth_0022,original_fys_tdm,532bf193aee67e561844331495a98645bdf113475d004dc59b46b6e6dfb19173,a20d7e07eae216df950880a61206e98e18e3e54b476885516dfbcae543655001,True
reviewer_2,item_5fd91aab1c73,synth_0059,endpoint_projection,045548f9199b33a12406940fd1f735b3d92b8614d726ecab6753ddf2bd7584dd,6c223a4652ebf8f66273fb22bdbe589f369c8211d075625bc09afeaa3b27b29a,True
reviewer_2,item_217765125892,synth_0055,original_fys_tdm,0bcae518d5ba9c717ade8bb88b6f59ed913068b3c2e6123739afce517dbb6567,38d487579ea99190b7389a0f0bfe592955b071192d7ce807f18d99eaa6d8f950,True
reviewer_2,item_ac77cce299dc,synth_0005,original_fys_tdm,a0e6abb84c900968be160841135aca42607d6917c33f20e69aa1fa4c25ca8a2d,a0e299a4722a659a998dc5e685f1199754c263688210c2a1d232d64d947e082f,True
reviewer_2,item_80b15b29fec1,synth_0017,original_fys_tdm,245f1623447aded5cf7584ff4d95c7e4e958fea968487a33c768dd23c4275c0a,1ba5eaaae7e80f0111713cf441fad50651e51b3a39bf7006f0ce8e7a5481d044,True
reviewer_2,item_221e6843e0ab,synth_0049,original_fys_tdm,44c002f36a55477261ee81d374df42e97597db7c5211fffd78d601e84e504bd7,96a3fd139ef4860b5437f95331821802e4e61930786c50be974bad61d00b51e7,True
reviewer_2,item_cca8d1523c2c,synth_0049,endpoint_projection,44c002f36a55477261ee81d374df42e97597db7c5211fffd78d601e84e504bd7,cf30360a66abbc5f6997832102b12dc64698e8c742b9fc8baa444239d1b4d341,True
reviewer_2,item_e5e598e95dbe,synth_0047,original_fys_tdm,d124ca8bebee817fcf004bf61d3defd442612ed51d1d19b2c98289c2a32df98b,73f85f8d4865ba3a76fd1ee26a6a33b3deb2212a282f5e853aaca81b48ea2e74,True
reviewer_2,item_b49db32c17fd,synth_0052,original_fys_tdm,0a550d7200e6d59265816f917ceaea4f01f292db764bf7228cda6fd922c2ac74,1bf48a5a59b5a0d79f03d730891abbc7ebbc3b73b47d3dc5bbcefc4a0f426e8e,True
reviewer_2,item_6b453218bfcb,synth_0037,residual_rk2,5a474704adb33121c37c59047a868a01d81d6ee853283a4937ea779789ae4d19,26e4cc7679a7e55d18e34526ad9bf08c1a471739e73b729668589336e4b32d75,True
reviewer_2,item_a4adfda6862e,synth_0026,endpoint_projection,a418e14d71a17e9c5fd97456c4d53e49b8ba890d054a341ca0b03776d2c520e1,05efe80372b07745ae794674ba2a50fa974dfa7705304ca8465d4690a1876c18,True
reviewer_2,item_53895b36c8cc,synth_0021,endpoint_projection,b536d178f0c163600f772adf122d1812fcac6389cdb8c9ac0206bc0537ec0ef1,78c086324aa1fe7b0a4aa1921ec887d1f5d0eb0714bd0e4389fe60aea25cd338,True
reviewer_2,item_4e63f18bc7b1,synth_0012,residual_rk2,3b0bd5d4f2562425f9025bdf3d772176479ba1989bc3ca6c9a6bb882963f307d,c456915ce30a091c997c237861f26a903957a22c30151eb79f84ccf2150979df,True
reviewer_2,item_94b33d0e3281,synth_0058,residual_rk2,322e7164f614f82a5ff4e784cb499475c8d27211c4dc3b057a8946e8c169e9ef,da4bdf865e2e433d143a13978ee2e8e3dd0f603f8e5d6564362fe1e2916d677c,True
reviewer_2,item_2bf3d5d5c98c,synth_0023,original_fys_tdm,2eefa229af3c0f553c7211f1d8e9ef2376cc4f18d5e67662ff9e48f2aa102a7b,27d708bfd78423fa99152ef50dade17f1740d2cb634624d9e479325e852c76c1,True
reviewer_2,item_9ae5fc4a58c6,synth_0029,residual_rk2,2afbd90e6bc55f79c1d6c728ab851749bb2eea1648090dac31a33bb54408673d,25011f7d449388bb7543c2250d7c7b1ec9989e8391ebe7ab8740286427df6c87,True
reviewer_2,item_5ac7824a1a62,synth_0018,residual_rk2,00107db62f4772225a0bc7917415dfabe1ae71915dfaefd4179012a038f94625,35439c2eedbb6934b62b141280b396252e54679fa50dc4fc539e74c0da2f4dd3,True
reviewer_2,item_80c8b0b92e22,synth_0050,residual_rk2,dbab9da94e3457531e2f70df8abf0b95c2970c749ac4552b6edca160a903bbf5,a9aa878ada5dfefb79bfdc49f511abda4c1119980fbbdcfa9768b67307d494d9,True
reviewer_2,item_6f69cda826a4,synth_0027,residual_rk2,d42f9f48f9669efe03040082655a988078eec3796d2b5af393df23a187b3127a,379fac52db743455c50e2d369a9cd5f180123cc31f21bf5b1cf43259a2f45fa5,True
reviewer_2,item_93f7d68f6ff7,synth_0011,endpoint_projection,d10334437e175ada776b22a86905f9cfec0749fb55d8ab451720358569be886a,fa9c496e503d8f85f544c2009a1e75108bd797775dbc1a9a1c45af0c082aef8c,True
reviewer_2,item_d19383b0b691,synth_0051,original_fys_tdm,9dd9e40c5761d69234cc3379f9403540e3f04b371987a24755ab61c1a85ed895,24b9e3d445fd202353568355a05ab7fea28cf261b66dbdb8da2466e3bb64a1e9,True
reviewer_2,item_8fdf8689b290,synth_0002,original_fys_tdm,06153f9c16dffc17bfd721f7e09257583ef7d6678cda9b4f65bee40e15276642,b4a8e73b09a7225d3dc4427470228ebb2da859508f6ef4bfb1ead4a46300543f,True
reviewer_2,item_5578a92c4da6,synth_0054,endpoint_projection,46405f16a651cd3e6a71dd22c8eba36794dd81b8b97304ef8670d2027ee48b9a,e3ff3af5989f539a509e3f2faf050a35676ff15673c771d8f65196294e2fb02e,True
reviewer_2,item_4655df1eb928,synth_0031,original_fys_tdm,79bb0a97fc8b87de1aa98b5c89c659d2c54620aa87a6334c4cbdc90dd740688c,e81593dedbd51d6f3ed2bbf488f83a4cff61e0eae8a5118a7546323414b7a0e7,True
reviewer_2,item_a99123de30b6,synth_0033,original_fys_tdm,8bdc74a36ac254d6ecfe3e3caaee125376bd4393abc38dabb8f2e37e45f1d4f0,483b58238a87ab03183d1e03754c91835e4f878a13a62afdeb0276dc24f284d4,True
reviewer_2,item_7848f6d46e15,synth_0034,residual_rk2,38588b85486a01cd4341f15213ee3861da3f7304b91fdb8bbbbd87bfb0966bb7,9828cefe9481f845fa9b96603591b322d241eacf39d871179fd188e58ffcbb07,True
reviewer_2,item_5df87e1bd6d5,synth_0045,original_fys_tdm,f7b6833a7d2672aea5deab3d6e569026cd84d72fe87fd730c1a34b578d555223,eebfe45078d75a849dfc1560f92c0d9555c1ec9626e776bb6567d15d9b91c0e5,True
reviewer_2,item_b6e4a097a67d,synth_0055,endpoint_projection,0bcae518d5ba9c717ade8bb88b6f59ed913068b3c2e6123739afce517dbb6567,e51d5587b609a9a21922c7350556b9ea0ac55c5bdf48f3db239ee0a08ccca4a6,True
reviewer_2,item_38c95d20a954,synth_0021,original_fys_tdm,b536d178f0c163600f772adf122d1812fcac6389cdb8c9ac0206bc0537ec0ef1,788b02926a4e11ed05e9c98b32e93d901bef6b00a6f7abcd7cb56a652f2f6d6a,True
reviewer_2,item_96f117f48589,synth_0053,original_fys_tdm,fba9a260ae813330458d8050b151a7279737429af2dc75c6814fee27e7d11576,5ab8f3a8a478a8d2712925cc73cb53d367728b79da86419173856c6a198f2c88,True
reviewer_2,item_bbc2f538965b,synth_0012,original_fys_tdm,3b0bd5d4f2562425f9025bdf3d772176479ba1989bc3ca6c9a6bb882963f307d,17ffdaea36bc1fa5bfbee3a6e5871f5c346efdfb984a499d009a09e660edc7d7,True
reviewer_2,item_a54ed73fa800,synth_0018,original_fys_tdm,00107db62f4772225a0bc7917415dfabe1ae71915dfaefd4179012a038f94625,ba797dc98765e52a13642795833359c00a881656913d6a4467de977f0047f9a7,True
reviewer_2,item_f95b8980ebd9,synth_0039,residual_rk2,c7ba2274dc2cdc72072bead5a71aab76af5067bd54f0ab3041eea9a9af360921,50e768d2d5d59408b05276bf304fb157516a0880c50accd4a7cec2f63f62d06f,True
reviewer_2,item_88f40922c0cf,synth_0043,original_fys_tdm,8d5c80c059b7d1323f902c1080f3ade0de917f5808de6734fde5814ee8a1f476,5a728f4e11a11977a5b2aa0d5d72bbfcd0a7d1d050a90e5fa645fff3e26ac705,True
reviewer_2,item_6a1639365e4d,synth_0013,endpoint_projection,f4b464d3b648c4220b6d715b669cd0680696660debf97e6c29aef503fb57d8e9,6958fa290bc30c8200301a380669ef8f493fdae6d1480ca63c818519b9cfc357,True
reviewer_2,item_356a115f58ce,synth_0026,residual_rk2,a418e14d71a17e9c5fd97456c4d53e49b8ba890d054a341ca0b03776d2c520e1,f1af3de5c19cd949d715f7657f725f769219833b9abc39a698a808435d79a515,True
reviewer_2,item_67bf5c529d44,synth_0001,endpoint_projection,b618aa27f8557521bf28910d8dad68891096c50546696f9b5078e44ed8019c92,7a28b54fc621200e336b68d84c635416a5d73520cda42e6988576a62a64851d9,True
reviewer_2,item_72dd00251560,synth_0039,original_fys_tdm,c7ba2274dc2cdc72072bead5a71aab76af5067bd54f0ab3041eea9a9af360921,e17d4e86d877012eb0e4da503dc0a89b59d55c2ab0b36dacb92503665e031e5b,True
reviewer_2,item_608a5fe7f999,synth_0023,endpoint_projection,2eefa229af3c0f553c7211f1d8e9ef2376cc4f18d5e67662ff9e48f2aa102a7b,d9dd3b675f4bfbf8efd762c218bfc90c61b248d362443ebab169b8c679a52e30,True
reviewer_2,item_969c1f35d85a,synth_0004,endpoint_projection,95d43a51e84af560d595399f9427637da90506b55c439af53f9877294658ea1e,752f1430984b9bff42d1f0713fe0ef14d027f31fb3e26256fcca844b18084762,True
reviewer_2,item_6dc2035f1ebd,synth_0002,endpoint_projection,06153f9c16dffc17bfd721f7e09257583ef7d6678cda9b4f65bee40e15276642,952019ca8fcf70fb336af427582c6e025912fbbc4da35bb3caab417c05a1fd5c,True
reviewer_2,item_561e95071ddc,synth_0004,residual_rk2,95d43a51e84af560d595399f9427637da90506b55c439af53f9877294658ea1e,4bd02813acd1822079dd25fbbbb9ca759179b0400ac8c2edd4bbb6d8d3f76f64,True
reviewer_2,item_cdc2c5a2ad56,synth_0035,endpoint_projection,1e81c9d2670376c801ef414d1a0a9b0c1a353ad4fdc76664dcf0812fedb0ccee,e3707d893f25b30a5d0f42d592a8de6ecb3413419008df500dbc165479056151,True
reviewer_2,item_41d363f98662,synth_0041,original_fys_tdm,90b04250be827c4146cc5e99ed8c7b67305e97a5b4649bedcf81511b71d40fcc,828925398f2ad299d9907318cf68f4fe0219e0f8c5dd267a591c271a1d02efcb,True
reviewer_2,item_7038da40f923,synth_0001,original_fys_tdm,b618aa27f8557521bf28910d8dad68891096c50546696f9b5078e44ed8019c92,37d57111ca265f3bd623599bfd48937cfb5c4c25faf6dc32ee992c47ce9fb0df,True
reviewer_2,item_3e0f7f725e22,synth_0003,original_fys_tdm,5a822543d05f3072ff24abb028b84d4576ededde1313086db5f4b880e1c02911,0ac3717e3b8b8d174652d0492669fc698fdc5c4b58eebc50a3a2b9d6049a871e,True
reviewer_2,item_faaf06732705,synth_0056,original_fys_tdm,0255afe3f1b539a20b7f06de88cf9bb463636792e47f52bd6e14887649294a66,1048f288400c3faa908cd20dcd40f2f318da7d25b0f020597230482bc2695734,True
reviewer_2,item_57229e4a7774,synth_0036,residual_rk2,84cfd41d06ab1f79d1f784df42d6f7d58793478da3c82597585e006a82dc926c,c042230afcff880568675f8b5eb9a72b63a8e46d53abbc3f5d01ff99a7fbbc70,True
reviewer_2,item_39be84a7cb82,synth_0038,endpoint_projection,e419c6b72ce0606df766b976a57a9e7319bf722712af193612a921a4d6450be1,c3693eb7f8b9efedece25bfd0fd0a13ecd91417c1a52bc21855b93d3b29cff64,True
reviewer_2,item_ed9e394fd5c5,synth_0025,residual_rk2,6be19916a6dc9c8d0526081d632e835d8312978956008c717137323a4cb1f81e,9e7bf5358aa9378681b9b23bee03abea66553b9a15affaf1a89035f634c3ccc7,True
reviewer_2,item_66daec47b478,synth_0032,original_fys_tdm,5e879b4944443b6f90e261c438d2d6c7a270b5757f294954a55a0d06789ed344,7495db7a95f68fe8768e97be5375e40327f4d470b8a2184d926a1069e2ce79fd,True
reviewer_2,item_0d9450b437fd,synth_0045,residual_rk2,f7b6833a7d2672aea5deab3d6e569026cd84d72fe87fd730c1a34b578d555223,da5a6758d7c3ed767be9fc687c2320d606eb4144e82c1b7869a56c4e8ede54db,True
reviewer_2,item_d284eddad91c,synth_0055,residual_rk2,0bcae518d5ba9c717ade8bb88b6f59ed913068b3c2e6123739afce517dbb6567,316d5477e2ab7023361c2f2b17816fe57289d6b1e487aa74fc5cea83f3606e04,True
reviewer_2,item_0029727b7d2e,synth_0025,original_fys_tdm,6be19916a6dc9c8d0526081d632e835d8312978956008c717137323a4cb1f81e,3c1eeaf6edd753581d5f7b4658ddd2dd9d6311cff77cc4102e10d6ac409c3629,True
reviewer_2,item_e3fba21a7557,synth_0006,residual_rk2,625cb403a9a4bd5a187df4ab61cb81aa1a7d801eab4b79640c5539694c46f186,3b5583243790aea9672d31176502dd4618c30f9d5042e4d91ee8c9e2f8f02128,True
